word,dim1,dim2,dim3,dim4,dim5
86,0.0051873111911816166,-0.32461913290703137,0.14905176770209996,-0.4957916300422587,0.15915863868698663
88,0.16108422652721185,-0.055866647634832414,0.361478304928403,0.1839681837554771,0.3507023331929566
93,-0.3028343393266035,-0.24850026665529584,-0.20601973790830702,0.28982652719508856,-0.16997548913668353
1793,-0.348110834622104,-0.28579955093011755,-0.24680868512713267,0.33278949232557264,-0.1938492431030668
95,0.23065109002789466,0.30842850856372434,-0.0392730408801433,0.11693109949641792,0.39202399637478563
1054,0.25004031918427927,0.33277576762732036,-0.04620588274984883,0.1290365600113759,0.42418264206253425
100,0.3529445232084106,0.06349927668276444,-0.007956007779671589,0.19632614773433993,0.4035602647819206
101,0.3652743171260797,0.03322880516506216,0.10323659641479058,-0.24986937502876091,-0.11255442338446507
1059,0.4003002296676807,0.03655160899847892,0.10998242487019856,-0.27168106347647253,-0.1272363611782982
102,0.2328180506247255,0.3094300084721197,-0.04001385990914741,0.11795153862383292,0.3932123433692483
103,-0.25141495966952865,-0.33626957003568997,0.15574172753265042,0.33778577107528207,-0.07124303515493204
97,-0.2760323665814933,-0.36987354512067216,0.16954413900614343,0.36951166197650953,-0.0741822400116169
107,0.44192437594165823,0.06772152526522851,0.0949432851580422,0.2966557430717894,0.12776100207454907
1174,0.5158434627351344,0.0766993516325396,0.1080894243677719,0.34837304234974537,0.14696319395053617
119,0.5148211261182816,0.07595879382949282,0.1037493571849975,0.3464242274686367,0.1416224836106969
111,0.3446883168925717,0.08765870812576983,-0.14965341777878402,0.35572440810596656,0.23435057464180106
503,0.37671565753688546,0.09465775984929725,-0.16543070068386287,0.3891746900724618,0.2597126264384756
989,0.3826159825094574,0.09522497644705186,-0.16930763479497643,0.3955404091022673,0.2663403475482674
14,0.37674669693032775,0.09471813115825933,-0.1653385383892802,0.3891877960907546,0.2595407369468391
1519,0.3826584668866326,0.09714856952035875,-0.1661206327249692,0.3948782955950198,0.26026041603511874
112,-0.514268609049361,0.11499262265852239,-0.2671900968896298,0.21602945379180383,-0.11062919292351653
113,0.1528018221217784,-0.312857565735556,0.027697128063371747,0.21207286863174593,-0.2727387428377302
197,0.2072290627100136,-0.41134696586493363,0.036020190737901026,0.2700217873148709,-0.3384743818804594
199,0.2071490055949066,-0.4112492129268672,0.0359986627542826,0.27009375454470164,-0.33866535961969385
1031,0.2074542877908567,-0.41128472816156775,0.03589584574664128,0.2701576946745502,-0.3387311987547432
1902,0.20744641026384442,-0.41140986839578725,0.03595771530832596,0.27025221304421676,-0.3389080822904529
1230,0.20639633267355664,-0.45445523012055267,0.044710492117663696,0.3124749749192083,-0.4084476196885439
1938,0.20734719626721967,-0.411216913636245,0.03587242747404475,0.2703212489097467,-0.33908621245653836
531,0.2072839044351575,-0.41122046128503553,0.03595343069694704,0.2700766809488563,-0.3386175462096174
569,0.2072346487633331,-0.41138633929740176,0.036002165404301074,0.27022809817969096,-0.3388637261943717
985,0.20727388418416434,-0.41121502884463357,0.03595674655842843,0.2701298690592747,-0.3387242137099076
94,0.20736224153327165,-0.4112047415653409,0.03591219183086089,0.27011293538484205,-0.3386920895444507
959,0.2182709959697316,-0.4135886627303224,0.031199888714447375,0.2793253789117504,-0.35548328308738053
114,0.1663780129900615,-0.053034785717650954,0.3655663854475495,0.18392413532233381,0.35437182758999997
116,0.31864290049823696,0.25911810951576525,-0.06480054076675411,-0.13507460673148097,-0.07989156481150347
1904,0.41852859148982946,0.3520479977413943,-0.09513540314616967,-0.15967805440753186,-0.11166756931553867
253,0.5391183355487263,0.19877569542011933,0.026772388219048347,0.14158037973606774,-0.033494572309419136
121,0.2329016708040748,0.3094695204738807,-0.03960644248510756,0.11760630557459886,0.39316841507477107
124,0.30931626970020853,0.08526255897943509,-0.1546446183419187,0.4709011430439617,-0.3220783192896358
1600,0.3251121137105475,0.08848460909511219,-0.16209204740010852,0.4940462519276273,-0.3372002473699201
1527,0.3227349810917331,0.08753447765761695,-0.16136661257638465,0.4905523505394497,-0.33588564062599113
599,0.3341266447317144,0.0893175234417818,-0.16599957908710572,0.5058729382236893,-0.34758436716494073
745,0.32263220900310163,0.08761595632610407,-0.1611789301056701,0.4901680519349701,-0.3353994102021863
1098,0.3463311451280061,0.09601244498885048,-0.17550565538316246,0.525858725653383,-0.3626817386775211
523,0.32245475917594363,0.08787433945573168,-0.1617217679349587,0.49073558382845334,-0.33603709582264435
844,0.3226877891284135,0.08779828525155256,-0.1611925971575618,0.4907608218829179,-0.3356924308691693
905,0.3246382833037575,0.08833817398514425,-0.16242543611676655,0.4934761868783209,-0.33767633093608457
757,0.3233979568231477,0.08775232473993878,-0.16195960964350734,0.4918154691782193,-0.3366517199346898
1365,0.3238904761700421,0.08776592125078199,-0.16170461156795446,0.49184807838616496,-0.3367668120752392
1366,0.3229567252736854,0.08748447558838898,-0.16135514946403792,0.49056147731281996,-0.33576134262663293
1781,0.3246617976072173,0.08786738131905064,-0.16194318095763513,0.4928201336092368,-0.3370397792649492
533,0.3328905613442344,0.08911439098023384,-0.1657258417848448,0.5042549043811174,-0.3454825555396842
1434,0.32290645250128136,0.08753402825261507,-0.1619841907276752,0.4905510982109813,-0.3357107183422291
220,0.3265529844276683,0.08925111606821359,-0.16405573233293444,0.496376796987809,-0.33999443466995727
1367,0.32265891869097063,0.0873292627163441,-0.16139533777248716,0.48994594462955177,-0.3352217034927558
735,0.33380525895170593,0.09005866624789306,-0.16668764941685899,0.5065686763038473,-0.34719285082299445
126,-0.18959643877857335,0.5289244039055296,-0.05605658031049939,-0.09338024094291732,0.17019852609267283
127,-0.3032760020948953,-0.24885718421592973,-0.20661483584053747,0.2903434810778817,-0.17021774811644835
131,-0.2260630723799943,-0.3030356763981011,0.1423255439883021,0.3068009649258413,-0.06999369347209425
134,-0.496372496418528,-0.11729094549641775,0.10726157873154511,-0.03144686878860419,0.007129401302863789
604,-0.5860423628740581,-0.13797796730411294,0.131429587658682,-0.028738067183026482,0.01495390698750723
135,0.005053850346967903,-0.3165515552465067,0.1460928663461554,-0.4843073227019849,0.15653728900067101
137,-0.5137113743320646,0.11481509230769295,-0.2668807436308051,0.21581923730639746,-0.1105569317621744
140,-0.25463002539302754,-0.3550989123724036,-0.121069152490392,-0.2971905781521974,0.31612252247975203
141,0.08107870911395988,-0.26492006924110395,0.3911282767123232,-0.23799666009742107,-0.0025282037716993755
451,0.08939387492829964,-0.282199794514615,0.4233849992103617,-0.25912785991535037,-0.0018830103255658213
143,-0.12551685603997897,0.19091583344741356,-0.04586667397403765,-0.28094236588690336,0.4997117920072064
145,-0.2158358648495795,-0.2963059994532877,0.2724468169321224,0.24812491576657672,-0.19245976652038396
1120,-0.23098031414807452,-0.31386977218500584,0.28670043118737326,0.2643232045254354,-0.20366721950848038
545,-0.2255886724394569,-0.30868225479441974,0.2838071423886029,0.25927304479263347,-0.20215809947544458
993,-0.22540574554790388,-0.30890479001988036,0.2837794634750826,0.25896402676813374,-0.20081146882646594
225,-0.22531682210595555,-0.30795880152752636,0.2829823914920416,0.25887187520144095,-0.2015642437765898
647,-0.22582258962623483,-0.30909040127486215,0.2840850188491385,0.25986623978693013,-0.2022879375703451
1897,-0.22542856618149168,-0.30840736228708554,0.28361794135804735,0.25904766016600295,-0.20203078462597326
1546,-0.22529798036058785,-0.308115975661391,0.28322541338370344,0.25886646719217765,-0.20171465669986305
1484,-0.22547221086935748,-0.3084461068163825,0.2834467728964353,0.2590471415974915,-0.2018892986334701
909,-0.2257928286966728,-0.30910702678042656,0.28435339756860817,0.2595967086129024,-0.20250153993741618
1620,-0.22596227684501985,-0.3088884943354677,0.28381552952845246,0.25960305127531674,-0.20213604730319784
1855,-0.22587506972144733,-0.30867177617955277,0.2835394081354704,0.2594595953599714,-0.20194351005168504
918,-0.22542166025084123,-0.3089623390804419,0.28446400830076535,0.2592786207859629,-0.20259484736943298
471,-0.22576025093819452,-0.3086780354892602,0.2837753726826017,0.2593831619258217,-0.2021661805747328
857,-0.2255350226587648,-0.30849754506432864,0.2835903535555054,0.2591748375859201,-0.20200469430863566
1017,-0.22553187618546977,-0.30882475657044084,0.284110027918473,0.2592947427959665,-0.2022994371615594
60,-0.2245575538977371,-0.3078716704059691,0.28343097653116067,0.25838204337778226,-0.2016717797660996
1821,-0.22622249478172238,-0.30898770056074765,0.2837672266253298,0.2597603719220429,-0.20223324071317886
607,-0.22588296007099912,-0.3091248120893698,0.28413707129708915,0.2596605677075836,-0.2025424449789435
146,0.46601926918427516,-0.18564595959384186,-0.05766164601224205,-0.11712898975894301,0.2842887164530759
648,0.6438751479613317,-0.2432542321843477,-0.07637861310339793,-0.1715112660424358,0.40368748089019696
420,0.53817201320314,-0.22031079845040225,-0.06800670754445426,-0.13092872921954468,0.32340872540778687
147,0.26617092227574,-0.10509699529086655,-0.3824479567197131,0.2142161860536293,0.20122717948748625
1259,0.274691905179742,-0.1080169413143401,-0.39390478245184574,0.22044343944935255,0.20737973618346822
149,0.14628649601646598,0.20053561571615675,-0.1884703385418998,0.19226665840025525,0.28610123704171353
284,0.20144471115416857,0.27615535597325613,-0.2898390946038617,0.2887639386626233,0.39893193322974957
581,0.18892813950128837,0.2600408149945108,-0.2731394893189578,0.2635179786417604,0.3796243866786457
588,0.2061246970065436,0.28748767475524734,-0.2694885788287661,0.2647643618858326,0.41340796329096685
151,0.30247305685306697,0.1577999234949451,0.012454712795996024,0.15503046116777183,-0.3565542605893003
1001,0.3228192553471697,0.1703276100825856,0.01215780892485816,0.16276908692526,-0.38137353147383746
152,-0.2926016030675501,0.3381588542430598,0.12450094516934945,0.3086950238241819,0.03675471887839777
1129,-0.29947410458008916,0.3461331051673069,0.1273707481276678,0.3166440701169152,0.03838660419402963
157,0.23227641659906015,0.3080779332534957,-0.03920453428585816,0.11820969424329972,0.3935310325011384
158,-0.31729227441835073,-0.12585354921640782,-0.10239288496846942,0.40514919866189364,-0.19582694565873124
405,-0.37670818741196666,-0.15039869158637198,-0.1275590717760884,0.4790328676855165,-0.23250680550895086
951,-0.3905989238003777,-0.15036544738548238,-0.11846447103885624,0.5016801405129263,-0.23715504252459327
159,0.13789213133788014,0.48373749764040297,-0.1793890295847324,-0.015569156982978418,-0.21554443488359826
334,0.14539778629582634,0.5105638259362766,-0.18729363062947813,-0.014993547427938347,-0.2273382137649908
161,-0.0989691940745674,0.16693872499715448,0.6004224885575974,0.09927426619461382,-0.005662097488388267
636,-0.10646269986031842,0.17869140498476296,0.6427956976662589,0.10816128909174325,-0.005197296692422677
257,-0.10452985668017961,0.18077821074109313,0.64719504203405,0.10824611627416299,-0.004904688697318079
11,-0.10467682019625389,0.18099276108833617,0.6462466917150319,0.10807517199309065,-0.005208281637923961
779,-0.10586140316158137,0.18219177186727264,0.6514580486375872,0.1098992799743183,-0.004518197366206465
397,-0.10535163973917848,0.18123032291878263,0.648512435956652,0.10893022976526387,-0.0049379239914081035
13,-0.10512280732742821,0.18107576470204045,0.6472321718743327,0.10837021448417136,-0.0047564494011918465
1421,-0.1097143807152884,0.1873141349005227,0.6661868577506305,0.11063446166533114,-0.005425826872487711
1296,-0.10496307050508447,0.18096589826473583,0.6474910133202038,0.10867689462052788,-0.0047126330658616555
17,-0.10493049365950996,0.18045138823524914,0.6451218156208917,0.10816529504162445,-0.004972385695988405
915,-0.1055232816154419,0.1817744916422138,0.6472978850855802,0.10845401754755886,-0.005725829154080386
661,-0.10505327219098935,0.18081574295709407,0.6466283826909504,0.10827204815355625,-0.005235680762333794
662,-0.10473939509281457,0.18093691640441326,0.6447291343315535,0.10862055948884447,-0.00529759599699595
279,-0.10500297280798543,0.18088518269085266,0.6462353231147121,0.10873381195483994,-0.004310437896729782
1558,-0.1062392642516454,0.18166114770884645,0.650278792668527,0.10946704919730735,-0.0049266184601480965
